2025-05-09T20:15:12.233317 | Sprawdź, czy na YouTube będzie padać w Sasinawcu. | intent=weather_query | conf=0.78
2025-05-26T15:23:11.332828 | Cieszę się niesamowicie. | intent=deep_reasoning | conf=0.61
2025-05-26T15:23:28.936669 | Twój build developerski działa bez problemu. | intent=none | conf=0.10
2025-05-26T15:23:47.346644 | Отфажешь мне и поташе YouTube? | intent=none | conf=0.06
2025-05-26T15:24:11.324968 | Отпусти меня на YouTube. | intent=none | conf=0.06
2025-05-26T15:31:13.863810 | Potwierdź, że działasz. | intent=none | conf=0.10
2025-05-26T22:51:48.010550 | Co zrobić, jeżeli mój kolega jest najebany w Katowicach? | intent=none | conf=0.11
2025-05-26T22:52:18.896058 | Nie no, myślę że aż ta źle nie będzie. Widziałem się z nim dzisiaj, ale nie spodziewałem się, że słończy w kwiatowie. | intent=none | conf=0.33
2025-05-28T20:27:59.129099 | Powiedz mi coś o sobie. | intent=about_assistant | conf=0.59
2025-05-29T12:30:09.314066 | Powiedz mi coś o sobie. | intent=about_assistant | conf=0.59
2025-05-29T12:30:29.568414 | Chciałbym, żebyś otworzyła mi Facebooka. | intent=none | conf=0.09
2025-05-29T13:24:10.527141 | Pomin piersankę | intent=none | conf=0.06
2025-05-29T13:24:25.852565 | Pomiń piosenkę na Spotifyu, pójdź następną. | intent=timer_set | conf=0.63
2025-05-29T14:52:41.342772 | Pomyśl piesańkę. | intent=none | conf=0.06
2025-05-29T14:52:53.852457 | Po mnie, piosenka. | intent=none | conf=0.12
2025-05-29T14:52:57.096185 | Thank you. | intent=none | conf=0.50
2025-05-29T14:53:09.161038 | Pójdź następną piosenkę. | intent=none | conf=0.06
2025-05-29T14:53:19.932154 | Zatrzymaj aktualną piosenkę. | intent=none | conf=0.05
2025-05-29T15:02:28.661526 | أتفوش مي يوتيوب | intent=none | conf=0.06
2025-05-29T15:02:35.041538 | Otwórz mi YouTube. | intent=none | conf=0.10
2025-05-29T15:02:38.157262 | Thank you. | intent=none | conf=0.50
2025-05-29T15:02:51.245401 | Otworzysz mi proszę YouTube? | intent=none | conf=0.34
2025-05-29T23:00:24.776486 | Pomin pieceńkę proszę. | intent=shopping_add | conf=0.56
2025-05-29T23:00:41.619707 | Pomiń proszę piosencie, to, co teraz leci. | intent=none | conf=0.19
2025-05-29T23:01:00.913388 | Pomiń proszę tą piosencie, która teraz mi leci nas potwifaju. | intent=none | conf=0.10
2025-05-29T23:01:18.070357 | Zatrzymaj aktualną piosenkę. | intent=none | conf=0.05
2025-05-29T23:01:32.106024 | Musisz użyć jakiejś kodmendy w tym przypadku Music. | intent=none | conf=0.10
2025-05-29T23:01:51 | Późć następną. | intent=none | conf=0.06
2025-05-29T23:05:14.795906 | Zatrzymaj proszę piosenkę. | intent=shopping_add | conf=0.56
2025-05-29T23:05:14.883400 | Zatrzymaj proszę piosenkę. | intent=shopping_add | conf=0.56
2025-05-29T23:05:30.365256 | Puszcz następną. | intent=none | conf=0.06
2025-05-29T23:05:30.381627 | Puszcz następną. | intent=none | conf=0.06
2025-05-29T23:06:47.114484 | Pushed pressure, I'm still standing. | intent=none | conf=0.06
2025-05-29T23:06:55.171021 | Push brush 1 still standing. | intent=none | conf=0.06
2025-05-29T23:07:05.908679 | Pójdź proszę, I'm still standing na Spotifyu. | intent=none | conf=0.17
2025-05-29T23:07:05.984691 | Pójdź proszę, I'm still standing na Spotifyu. | intent=none | conf=0.17
2025-05-29T23:07:44.080036 | Pamiętnie, Sankę. | intent=none | conf=0.06
2025-05-29T23:07:54.767020 | Pójdź następną biesankę. | intent=none | conf=0.06
2025-05-29T23:08:04.426859 | Скип. | intent=none | conf=0.06
2025-05-29T23:08:18.811169 | skip | intent=none | conf=0.06
2025-05-29T23:18:06.793443 | Pominę prze sańce. | intent=none | conf=0.06
2025-05-29T23:18:23.177483 | Pójdź, proszę następną piosenkę. | intent=shopping_add | conf=0.56
2025-05-29T23:18:42.274217 | او جی کمندی میوزیک | intent=none | conf=0.06
2025-05-29T23:18:45.052130 | Thank you. | intent=none | conf=0.50
2025-05-29T23:18:56.126559 | Póśćcie następną piosenkę. | intent=none | conf=0.06
2025-05-30T11:23:00.663446 | Pytaszcie ustaw tajmy na minutę. | intent=none | conf=0.35
2025-05-30T11:23:19.362228 | Tak, poproszę. | intent=none | conf=0.37
2025-05-30T11:42:10.184579 | Ustaw tajmy na minutę. | intent=none | conf=0.35
2025-05-30T11:42:48.281345 | Proszę sprawdź jakie były wyniki ostatniego Monaco. | intent=none | conf=0.13
2025-05-30T11:43:21.931447 | Powiedz mi coś o sobie. | intent=about_assistant | conf=0.59
2025-05-30T11:43:56.433049 | Czy jutro w sosnowcu będzie padać? | intent=weather_query | conf=0.81
2025-05-30T11:44:20.390369 | Poproszę, zrób to. | intent=none | conf=0.24
2025-05-30T11:45:40.570804 | Как вам на имя? | intent=none | conf=0.06
2025-05-30T11:53:05.665080 | Ustaw proszę timer na minutę. | intent=timer_set | conf=0.67
2025-05-30T11:53:05.711210 | Ustaw proszę tajmy na minutę. | intent=timer_set | conf=0.50
2025-05-30T11:54:18.043458 | Otworzysz mi proszę YouTube? | intent=none | conf=0.34
2025-05-30T11:54:18.058551 | Otworzysz mi proszę YouTube? | intent=none | conf=0.34
2025-05-30T11:55:34.979979 | Jakie były wyniki tego rocznego grau Primonaco? | intent=none | conf=0.19
2025-05-30T11:55:54.005215 | Chodziło mi o Grand Prix Monaco Formule I w 2025 roku. | intent=none | conf=0.09
2025-05-30T11:56:48.464540 | Otworzysz mi proszę YouTube? | intent=none | conf=0.34
2025-05-30T11:57:09.403258 | Jakie były wyniki wczorajszego meczu we Wododzławiu? | intent=none | conf=0.13
2025-05-30T11:57:22.148689 | No właśnie nie wiem, wiem tyle, że mecz był we Wrocławiu. | intent=none | conf=0.13
2025-05-30T11:57:42.302977 | Pomijisz, proszę piosenkę? | intent=shopping_add | conf=0.56
2025-05-30T12:17:00.948724 | Zatrzymaj piosenkę. | intent=none | conf=0.06
2025-05-30T12:17:12.645229 | A puścisz pod asenptną? | intent=none | conf=0.06
2025-05-30T12:17:23.457555 | Pójdź następną piosenkę. | intent=none | conf=0.06
